station_type,station_name,longitude,latitude,user_type,age,hour,num
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,0.0,214
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,0.0,115
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,0.0,64
start,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,0.0,76
end,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,0.0,256
start,Sip Ave,-74.06378388404846,40.73074262530658,Customer,,1.0,14
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,,1.0,7
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,1.0,342
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,1.0,124
start,Newark Ave,-74.046304543,40.72152515,Subscriber,36-40,1.0,88
end,Newark Ave,-74.046304543,40.72152515,Subscriber,36-40,1.0,71
start,Warren St,-74.03805095,40.7211236,Subscriber,26-30,1.0,56
end,Warren St,-74.03805095,40.7211236,Subscriber,26-30,1.0,62
start,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,2.0,31
end,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,2.0,7
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,36-40,2.0,11
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,36-40,2.0,33
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,2.0,59
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,2.0,10
start,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,46-50,2.0,4
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,46-50,2.0,10
start,Brunswick St,-74.0506564,40.7241765,Subscriber,41-45,3.0,2
end,Brunswick St,-74.0506564,40.7241765,Subscriber,41-45,3.0,11
start,Brunswick St,-74.0506564,40.7241765,Subscriber,36-40,3.0,2
end,Brunswick St,-74.0506564,40.7241765,Subscriber,36-40,3.0,11
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,3.0,23
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,3.0,8
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,3.0,111
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,3.0,8
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,31-35,3.0,54
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,31-35,3.0,29
start,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,3.0,25
end,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,3.0,46
start,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,3.0,24
end,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,3.0,27
start,Newport PATH,-74.0337589,40.7272235,Subscriber,26-30,4.0,17
end,Newport PATH,-74.0337589,40.7272235,Subscriber,26-30,4.0,4
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,26-30,4.0,15
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,26-30,4.0,4
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,46-50,4.0,7
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,46-50,4.0,1
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,4.0,9
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,4.0,2
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,4.0,73
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,4.0,16
start,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,5.0,7
end,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,5.0,36
start,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,5.0,32
end,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,5.0,7
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,36-40,6.0,395
end,Oakland Ave,-74.0524783,40.7376037,Subscriber,36-40,6.0,1150
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,6.0,6
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,6.0,3
start,Exchange Place,-74.0334588,40.7162469,Subscriber,36-40,7.0,39
end,Exchange Place,-74.0334588,40.7162469,Subscriber,36-40,7.0,120
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,26-30,8.0,704
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,26-30,8.0,2838
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,8.0,498
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,8.0,10757
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,31-35,8.0,947
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,31-35,8.0,349
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,51-60,8.0,490
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,51-60,8.0,2312
start,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,9.0,3050
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,9.0,7328
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Subscriber,26-30,9.0,137
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Subscriber,26-30,9.0,7164
start,Hamilton Park,-74.044247311,40.727595966,Subscriber,51-60,10.0,771
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,51-60,10.0,346
start,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,41-45,10.0,61
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,41-45,10.0,365
start,Newark Ave,-74.046304543,40.72152515,Subscriber,31-35,10.0,383
end,Newark Ave,-74.046304543,40.72152515,Subscriber,31-35,10.0,449
start,Exchange Place,-74.0334588,40.7162469,Subscriber,51-60,10.0,100
end,Exchange Place,-74.0334588,40.7162469,Subscriber,51-60,10.0,125
start,City Hall,-74.043845,40.7177325,Subscriber,31-35,10.0,345
end,City Hall,-74.043845,40.7177325,Subscriber,31-35,10.0,564
start,City Hall,-74.043845,40.7177325,Subscriber,36-40,10.0,337
end,City Hall,-74.043845,40.7177325,Subscriber,36-40,10.0,316
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,46-50,11.0,15
end,Oakland Ave,-74.0524783,40.7376037,Subscriber,46-50,11.0,657
start,City Hall,-74.043845,40.7177325,Subscriber,26-30,11.0,226
end,City Hall,-74.043845,40.7177325,Subscriber,26-30,11.0,219
start,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,26-30,11.0,115
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,26-30,11.0,88
start,Hamilton Park,-74.044247311,40.727595966,Customer,,11.0,58
end,Hamilton Park,-74.044247311,40.727595966,Customer,,11.0,56
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,11.0,860
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,11.0,212
start,Warren St,-74.03805095,40.7211236,Subscriber,21-25,12.0,201
end,Warren St,-74.03805095,40.7211236,Subscriber,21-25,12.0,182
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,,12.0,32
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,,12.0,29
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,26-30,12.0,238
end,Oakland Ave,-74.0524783,40.7376037,Subscriber,26-30,12.0,557
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,,12.0,255
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,,12.0,273
start,Christ Hospital,-74.050443636,40.734785818,Subscriber,51-60,12.0,37
end,Christ Hospital,-74.050443636,40.734785818,Subscriber,51-60,12.0,41
start,Newport Pkwy,-74.0321082,40.7287448,Customer,,13.0,152
end,Newport Pkwy,-74.0321082,40.7287448,Customer,,13.0,162
start,Christ Hospital,-74.050443636,40.734785818,Subscriber,31-35,13.0,106
end,Christ Hospital,-74.050443636,40.734785818,Subscriber,31-35,13.0,15
start,Baldwin at Montgomery,-74.0641943,40.7236589,Subscriber,36-40,13.0,120
end,Baldwin at Montgomery,-74.0641943,40.7236589,Subscriber,36-40,13.0,985
start,Newport PATH,-74.0337589,40.7272235,Subscriber,60-,13.0,112
end,Newport PATH,-74.0337589,40.7272235,Subscriber,60-,13.0,81
end,Newport Pkwy,-74.0321082,40.7287448,Customer,,13.0,114
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,13.0,315
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,13.0,503
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,,13.0,26
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,,13.0,13
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,51-60,13.0,91
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,51-60,13.0,178
start,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,36-40,13.0,220
end,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,36-40,13.0,437
start,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,13.0,456
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,13.0,768
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,41-45,13.0,553
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,41-45,13.0,401
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,,14.0,90
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,,14.0,196
start,Brunswick St,-74.0506564,40.7241765,Subscriber,26-30,14.0,246
end,Brunswick St,-74.0506564,40.7241765,Subscriber,26-30,14.0,447
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,14.0,430
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,14.0,516
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,14.0,1235
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,14.0,252
start,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,14.0,644
end,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,14.0,724
start,City Hall,-74.043845,40.7177325,Subscriber,26-30,14.0,392
end,City Hall,-74.043845,40.7177325,Subscriber,26-30,14.0,514
start,Exchange Place,-74.0334588,40.7162469,Subscriber,60-,14.0,73
end,Exchange Place,-74.0334588,40.7162469,Subscriber,60-,14.0,24
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,14.0,26
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,16-20,14.0,16
start,City Hall,-74.043845,40.7177325,Subscriber,31-35,14.0,555
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,51-60,14.0,50
end,Oakland Ave,-74.0524783,40.7376037,Subscriber,51-60,14.0,73
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,36-40,14.0,238
start,Brunswick St,-74.0506564,40.7241765,Subscriber,21-25,14.0,79
end,Brunswick St,-74.0506564,40.7241765,Subscriber,21-25,14.0,372
start,Hamilton Park,-74.044247311,40.727595966,Subscriber,26-30,14.0,545
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,26-30,14.0,1120
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,51-60,15.0,148
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,51-60,15.0,48
start,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,15.0,176
end,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,15.0,72
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,41-45,15.0,111
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,41-45,15.0,278
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,31-35,15.0,469
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,31-35,15.0,539
start,Warren St,-74.03805095,40.7211236,Subscriber,21-25,15.0,118
end,Warren St,-74.03805095,40.7211236,Subscriber,21-25,15.0,209
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,51-60,15.0,43
end,Oakland Ave,-74.0524783,40.7376037,Subscriber,51-60,15.0,34
start,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,15.0,427
end,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,15.0,89
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,51-60,15.0,174
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,46-50,15.0,126
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,46-50,15.0,183
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,36-40,16.0,186
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,36-40,16.0,489
start,Hilltop,-74.0575736,40.7311689,Subscriber,60-,16.0,25
end,Hilltop,-74.0575736,40.7311689,Subscriber,60-,16.0,62
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,41-45,16.0,157
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,41-45,16.0,200
start,Newport PATH,-74.0337589,40.7272235,Subscriber,36-40,16.0,529
end,Newport PATH,-74.0337589,40.7272235,Subscriber,36-40,16.0,479
start,Warren St,-74.03805095,40.7211236,Subscriber,21-25,16.0,104
end,Warren St,-74.03805095,40.7211236,Subscriber,21-25,16.0,137
start,Christ Hospital,-74.050443636,40.734785818,Subscriber,26-30,16.0,120
end,Christ Hospital,-74.050443636,40.734785818,Subscriber,26-30,16.0,76
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,41-45,16.0,117
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,26-30,16.0,552
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,26-30,16.0,246
start,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,16.0,752
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,60-,16.0,136
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,60-,16.0,16
start,Brunswick St,-74.0506564,40.7241765,Subscriber,26-30,16.0,277
end,Brunswick St,-74.0506564,40.7241765,Subscriber,26-30,16.0,748
start,Exchange Place,-74.0334588,40.7162469,Subscriber,41-45,16.0,479
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,36-40,17.0,998
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,36-40,17.0,260
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,46-50,17.0,158
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,46-50,17.0,160
start,Warren St,-74.03805095,40.7211236,Subscriber,36-40,17.0,388
end,Warren St,-74.03805095,40.7211236,Subscriber,36-40,17.0,576
start,Paulus Hook,-74.0335519,40.7141454,Subscriber,36-40,17.0,1349
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,36-40,17.0,336
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,17.0,609
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,17.0,175
start,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,60-,17.0,63
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,60-,17.0,366
start,Newark Ave,-74.046304543,40.72152515,Subscriber,21-25,17.0,158
end,Newark Ave,-74.046304543,40.72152515,Subscriber,21-25,17.0,169
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,41-45,17.0,1600
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,41-45,17.0,223
start,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,17.0,636
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,36-40,17.0,564
start,Newport PATH,-74.0337589,40.7272235,Subscriber,26-30,17.0,1697
end,Newport PATH,-74.0337589,40.7272235,Subscriber,26-30,17.0,876
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,51-60,17.0,229
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,51-60,17.0,325
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,51-60,17.0,1044
end,Newport PATH,-74.0337589,40.7272235,Subscriber,26-30,17.0,1127
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,41-45,17.0,180
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,41-45,17.0,326
start,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,18.0,462
end,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,18.0,1352
start,5 Corners Library,-74.0595030784607,40.73496102000952,Subscriber,26-30,18.0,218
end,5 Corners Library,-74.0595030784607,40.73496102000952,Subscriber,26-30,18.0,640
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,18.0,720
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,36-40,18.0,3093
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,31-35,18.0,592
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,31-35,18.0,821
start,Brunswick St,-74.0506564,40.7241765,Subscriber,26-30,18.0,404
end,Brunswick St,-74.0506564,40.7241765,Subscriber,26-30,18.0,621
start,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,19.0,444
end,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,19.0,306
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,51-60,19.0,672
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,51-60,19.0,189
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,26-30,19.0,352
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,26-30,19.0,528
start,City Hall,-74.043845,40.7177325,Subscriber,41-45,19.0,447
end,City Hall,-74.043845,40.7177325,Subscriber,41-45,19.0,448
start,Newport Pkwy,-74.0321082,40.7287448,Customer,,19.0,156
end,Newport Pkwy,-74.0321082,40.7287448,Customer,,19.0,76
start,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,19.0,789
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,19.0,799
start,City Hall,-74.043845,40.7177325,Subscriber,26-30,20.0,718
end,City Hall,-74.043845,40.7177325,Subscriber,26-30,20.0,558
start,Newport PATH,-74.0337589,40.7272235,Customer,,20.0,96
end,Newport PATH,-74.0337589,40.7272235,Customer,,20.0,145
start,City Hall,-74.043845,40.7177325,Subscriber,41-45,20.0,258
end,City Hall,-74.043845,40.7177325,Subscriber,41-45,20.0,189
start,City Hall,-74.043845,40.7177325,Subscriber,21-25,20.0,148
end,City Hall,-74.043845,40.7177325,Subscriber,21-25,20.0,142
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,26-30,20.0,1336
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,26-30,20.0,109
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,31-35,21.0,489
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,31-35,21.0,350
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,46-50,21.0,303
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,46-50,21.0,117
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,21.0,2617
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,21.0,522
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,51-60,21.0,20
end,Oakland Ave,-74.0524783,40.7376037,Subscriber,51-60,21.0,149
start,Warren St,-74.03805095,40.7211236,Subscriber,41-45,21.0,53
end,Warren St,-74.03805095,40.7211236,Subscriber,41-45,21.0,156
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,21.0,1942
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,21.0,212
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,21-25,21.0,637
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,21-25,21.0,72
start,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,31-35,22.0,377
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,31-35,22.0,495
start,Warren St,-74.03805095,40.7211236,Subscriber,36-40,22.0,203
end,Warren St,-74.03805095,40.7211236,Subscriber,36-40,22.0,169
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,23.0,793
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,23.0,186
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,23.0,327
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,23.0,180
start,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,23.0,119
end,Brunswick St,-74.0506564,40.7241765,Subscriber,31-35,23.0,327
start,Hilltop,-74.0575736,40.7311689,Subscriber,26-30,0.0,51
end,Hilltop,-74.0575736,40.7311689,Subscriber,26-30,0.0,120
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,26-30,0.0,318
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,26-30,0.0,102
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,1.0,370
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,1.0,105
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,1.0,197
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,1.0,20
start,Sip Ave,-74.06378388404846,40.73074262530658,Customer,,2.0,11
end,Sip Ave,-74.06378388404846,40.73074262530658,Customer,,2.0,8
start,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,3.0,21
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,3.0,4
